Year,Status,Geography,Sex,Age group,GeoCode,Value
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,7
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,7
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,6
2015,,,,,,11
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,11
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,9
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,13
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,14
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,11
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,14
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,15
2015,"Sub-total, not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,12
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,2
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,3
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,2
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 24 years,,5
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,6
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,3
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,6
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,8
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,4
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,7
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,9
2015,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 24 years,,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,8
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,8
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 19 years,10,10
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,14
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,19
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,10
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,19
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,25
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,13
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,21
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,26
2015,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,20 to 24 years,10,15
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,3
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 19 years,10,5
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,9
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,12
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,5
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,12
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,17
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,7
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,14
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,19
2015,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,20 to 24 years,10,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 19 years,10,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,20 to 24 years,10,7
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 19 years,11,7
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,13
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,15
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,15 to 24 years,11,10
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,17
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,18 to 24 years,11,21
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,18 to 24 years,11,12
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,18
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,20 to 24 years,11,23
2015,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,20 to 24 years,11,12
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 19 years,11,4
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,8
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,12
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Females,15 to 24 years,11,4
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,11
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,18 to 24 years,11,17
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Females,18 to 24 years,11,5
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,11
2015,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,20 to 24 years,11,18
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 19 years,11,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Females,15 to 24 years,11,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Females,18 to 24 years,11,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,7
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,8
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,15 to 19 years,12,11
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,15 to 19 years,12,6
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,11
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,13
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,10
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,14
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,15
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,13
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,14
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,14
2015,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,13
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,4
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 19 years,12,6
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,7
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,9
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,4
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,9
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,11
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,6
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,9
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,11
2015,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 19 years,12,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,15 to 19 years,12,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,7
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,8
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,15 to 19 years,13,10
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,15 to 19 years,13,6
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,14
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,17
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,10
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,18
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,23
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,13
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,20
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,25
2015,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,14
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,4
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 19 years,13,5
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,8
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,12
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,4
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,11
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,17
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,6
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,12
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,19
2015,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 19 years,13,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,8
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,7
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,9
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,5
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,11
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,13
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,9
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,13
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,16
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,11
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,14
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,17
2015,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,11
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,3
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,4
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,2
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,5
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,7
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,3
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,6
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,9
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,4
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,6
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,9
2015,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,8
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,6
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,6
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,5
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,10
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,11
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,9
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,12
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,14
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,10
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,14
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,16
2015,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,11
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,2
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,2
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,1
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,5
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,6
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,3
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,6
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,8
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,4
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,7
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,9
2015,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,7
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,6
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,6
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,6
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,10
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,9
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,11
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,14
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,12
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,15
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,14
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,12
2015,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,16
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,3
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,3
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,2
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,4
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,5
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,3
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,5
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,6
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,4
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,5
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,6
2015,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,11
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,13
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,6
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,5
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,7
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,11
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,10
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,12
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,14
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,12
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,15
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,15
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,14
2015,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,17
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,2
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,4
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,5
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,4
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,6
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,7
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,5
